Created At,Address1,Address2,City,Company,Country,Country Code,Province,Province Code,Zip,Email,First Name,Last Name,Note,Total Orders,Phone,Tags,Tax Exempt,Total Spent,Customer ID
2020-10-06T16:26:20-03:00,,,,,,,,,,,juan,perez,,0,,,False,0.0,4120548311204
2020-10-06T16:38:15-03:00,,,,,,,,,,,maria,palma,,0,,,False,0.0,4120576098468
2020-10-06T17:08:44-03:00,,,,,,,,,,,miguel,rojas,,0,,,False,0.0,4120639799460
2020-10-06T17:25:28-03:00,,,,,,,,,,,pablo,lagos,,1,,,False,0.0,4120670765220
2020-10-06T17:59:23-03:00,,,,,,,,,,,david,cronenberg,,1,,,False,10.0,4120783323300
2020-10-06T20:24:57-03:00,,,,,,,,,,,jjj,jjj,,0,,,False,0.0,4121005850788
2020-10-06T21:30:26-03:00,,,,,,,,,,,juan,sardina,,0,,,False,0.0,4121100026020
2020-10-06T21:52:39-03:00,,,,,,,,,,,pedro,jimenez,,0,,,False,0.0,4121133220004
Product Type,Tags,Title,Variant Barcode,Variant Compare At Price,Variant Fulfillment Service,Variant Grams,Variant ID,Variant Image ID,Variant Image Src,Variant Inventory Management,Variant Inventory Policy,Variant Inventory Quantity,Variant Price,Variant SKU,Variant Title,Variant Weight,Variant Weight Unit,Vendor
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36699845755034,,,shopify,deny,89,0,1-13101,Santiago,0.0,kg,DATA INTELLIGENCE
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36699845787802,,,shopify,deny,92,0,1-8101,Concepción,0.0,kg,DATA INTELLIGENCE
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36699845820570,,,shopify,deny,93,0,1-6101,Rancagua,0.0,kg,DATA INTELLIGENCE
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36699845853338,,,shopify,deny,92,0,1-5101,Valparaíso,0.0,kg,DATA INTELLIGENCE
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36707043442842,,,shopify,deny,94,0,1-7101,Talca,0.0,kg,DATA INTELLIGENCE
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36707050127514,,,shopify,deny,94,0,1-4101,La Serena,0.0,kg,DATA INTELLIGENCE
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36707063759002,,,shopify,deny,3,0,1-9101,Temuco,0.0,kg,DATA INTELLIGENCE
,"genero, mujeres, violencia",Mapa de Violencia de Género: Femicidios en Chile,,,manual,0,36707076309146,,,shopify,deny,9,0,1-10101,Puerto Montt,0.0,kg,DATA INTELLIGENCE
,,Monitoreo de incendios forestales en Chile (2016-2020),,,manual,0,36447048794266,,,shopify,deny,16,10000,,Default Title,0.0,kg,DATA INTELLIGENCE
,,airplane,,,manual,0,36706873344154,,,shopify,deny,0,0,,Default Title,0.0,kg,DATA INTELLIGENCE
,,david lynch,,,manual,0,36707148660890,,,shopify,deny,0,0,,Default Title,0.0,kg,DATA INTELLIGENCE
Created At,Address1,Address2,City,Company,Country,Country Code,Province,Province Code,Zip,Email,First Name,Last Name,Note,Total Orders,Phone,Tags,Tax Exempt,Total Spent,Customer ID
2020-10-06T16:26:20-03:00,,,,,,,,,,,juan,perez,,0,,,False,0.0,4120548311204
2020-10-06T16:38:15-03:00,,,,,,,,,,,maria,palma,,0,,,False,0.0,4120576098468
2020-10-06T17:08:44-03:00,,,,,,,,,,,miguel,rojas,,0,,,False,0.0,4120639799460
2020-10-06T17:25:28-03:00,,,,,,,,,,,pablo,lagos,,1,,,False,0.0,4120670765220
2020-10-06T17:59:23-03:00,,,,,,,,,,,david,cronenberg,,1,,,False,10.0,4120783323300
2020-10-06T20:24:57-03:00,,,,,,,,,,,jjj,jjj,,0,,,False,0.0,4121005850788
2020-10-06T21:30:26-03:00,,,,,,,,,,,juan,sardina,,0,,,False,0.0,4121100026020
2020-10-06T21:52:39-03:00,,,,,,,,,,,pedro,jimenez,,0,,,False,0.0,4121133220004
2020-10-06T23:14:50-03:00,,,,,,,,,,,p,p,,0,,,False,0.0,4121362366628
2020-10-06T23:17:09-03:00,,,,,,,,,,,p,rober,,0,,,False,0.0,4121365872804
2020-10-06T23:43:57-03:00,,,,,,,,,,,mariska,hartigay,,0,,,False,0.0,4121408897188
2020-10-07T17:43:24-03:00,,,,,,,,,,,toulouse,lautrec,,0,,,False,0.0,4124628025508
2020-10-07T17:46:39-03:00,,,,,,,,,,,pablo,picasso,,0,,,False,0.0,4124636774564
